name,stint 1,stint 2,stint 3,stint 4 ,stint 5,stint 6,raceId
Esteban Gutierrez,Wet (12),Intermediate (8),Wet (8),Wet (32),Wet,,967
Felipe Massa,Wet (9),Intermediate (11),Wet (8),Wet (3),Intermediate (15),,967
Jolyon Palmer,Wet (9),Intermediate (8),Wet (3),,,,967
Kimi Raikkonen,Wet (19),,,,,,967
Marcus Ericsson,Wet (9),Intermediate (2),,,,,967
Lewis Hamilton,Soft (17),Medium (54),,,,,966
Nico Rosberg,Soft (20),Medium (51),,,,,966
Max Verstappen,Super soft (12),Medium (59),,,,,966
Sebastian Vettel,Soft (32),Medium (39),,,,,966
Daniel Ricciardo,Super soft (1),Medium (49),Soft (21),,,,966
Kimi Raikkonen,Soft (20),Medium (25),Medium (26),,,,966
Nico Hulkenberg,Super soft (14),Medium (57),,,,,966
Valtteri Bottas,Super soft (19),Medium (52),,,,,966
Felipe Massa,Super soft (14),Medium (57),,,,,966
Sergio Perez,Soft (20),Medium (51),,,,,966
Marcus Ericsson,Soft (1),Medium (69),,,,,966
Jenson Button,Soft (17),Medium (53),,,,,966
Fernando Alonso,Soft (16),Medium (29),Soft (25),,,,966
Jolyon Palmer,Super soft (1),Medium (69),,,,,966
Carlos Sainz Jnr,Super soft (12),Medium (58),,,,,966
Felipe Nasr,Medium (49),Super soft (21),,,,,966
Daniil Kvyat,Soft (13),Soft (34),Super soft (23),,,,966
Kevin Magnussen,Soft (12),Medium (39),Super soft (19),,,,966
Esteban Gutierrez,Soft (12),Medium (36),Soft (22),,,,966
Romain Grosjean,Soft (11),Medium (39),Soft (20),,,,966
Esteban Ocon,Soft (15),Medium (54),,,,,966
Pascal Wehrlein,,,,,,,966
Lewis Hamilton,Soft (11),Soft (20),Medium (25),,,,965
Nico Rosberg,Soft (10),Medium (21),Medium (25),,,,965
Daniel Ricciardo,Super soft (8),Soft (17),Medium (31),,,,965
Sebastian Vettel,Super soft (14),Soft (15),Medium (24),Super soft (3),,,965
Fernando Alonso,Soft (11),Medium (19),Medium (26),,,,965
Carlos Sainz Jnr,Super soft (11),Soft (19),Soft (26),,,,965
Felipe Massa,Super soft (11),Soft (18),Medium (25),Super soft (1),,,965
Sergio Perez,Super soft (10),Medium (17),Medium (28),,,,965
Jenson Button,Super soft (10),Medium (18),Medium (27),,,,965
Romain Grosjean,Super soft (10),Soft (17),Medium (28),,,,965
Kevin Magnussen,Soft (13),Soft (14),Medium (16),Super soft (12),,,965
Daniil Kvyat,Soft (21),Medium (34),,,,,965
Jolyon Palmer,Soft (15),Soft (11),Medium (29),,,,965
Marcus Ericsson,Soft (17),Medium (38),,,,,965
Felipe Nasr,Medium (29),Soft (26),,,,,965
Valtteri Bottas,Super soft (1),Soft (19),Medium (35),,,,965
Pascal Wehrlein,Soft (13),Medium (17),Medium (25),,,,965
Esteban Ocon,Medium (17),Soft (9),Soft (18),Super soft (10),,,965
Kimi Raikkonen,Super soft (8),Soft (16),Super soft (14),,,,965
Max Verstappen,Soft (9),Soft (17),Medium (2),,,,965
Esteban Gutierrez,Soft (13),Soft (3),,,,,965
Nico Hulkenberg,Super soft (1),,,,,,965
Nico Rosberg,Soft (12),Hard (17),Hard (24),,,,964
Max Verstappen,Soft (10),Hard (18),Hard (25),,,,964
Lewis Hamilton,Soft (13),Hard (20),Hard (20),,,,964
Sebastian Vettel,Soft (12),Hard (22),Soft (19),,,,964
Kimi Raikkonen,Soft (12),Hard (14),Hard (27),,,,964
Daniel Ricciardo,Soft (10),Hard (22),Hard (21),,,,964
Sergio Perez,Soft (12),Hard (17),Medium (24),,,,964
Nico Hulkenberg,Soft (11),Hard (17),Medium (25),,,,964
Felipe Massa,Medium (24),Hard (29),,,,,964
Valtteri Bottas,Medium (26),Hard (27),,,,,964
Romain Grosjean,Soft (10),Hard (20),Hard (23),,,,964
Jolyon Palmer,Medium (25),Hard (27),,,,,964
Daniil Kvyat,Soft (10),Soft (13),Hard (29),,,,964
Kevin Magnussen,Hard (25),Medium (27),,,,,964
Marcus Ericsson,Medium (26),Hard (26),,,,,964
Fernando Alonso,Soft (9),Hard (18),Hard (25),,,,964
Carlos Sainz Jnr,Soft (13),Hard (24),Soft (15),,,,964
Jenson Button,Hard (19),Soft (17),Soft (16),,,,964
Felipe Nasr,Hard (25),Medium (27),,,,,964
Esteban Gutierrez,Soft (11),Hard (17),Hard (24),,,,964
Esteban Ocon,Soft (12),Hard (19),Hard (21),,,,964
Pascal Wehrlein,Soft (13),Hard (19),Hard (20),,,,964
Daniel Ricciardo,Soft (21),Hard (20),Soft (15),,,,963
Max Verstappen,Soft (9),Soft (18),Hard (14),Soft (15),,,963
Nico Rosberg,Soft (9),Hard (22),Hard (10),Soft (15),,,963
Kimi Raikkonen,Soft (20),Hard (12),Hard (8),Soft (16),,,963
Valtteri Bottas,Medium (29),Hard (27),,,,,963
Sergio Perez,Soft (9),Medium (23),Hard (24),,,,963
Fernando Alonso,Soft (9),Hard (18),Soft (13),Soft (16),,,963
Nico Hulkenberg,Soft (9),Medium (19),Hard (12),Soft (16),,,963
Jenson Button,Soft (9),Hard (28),Soft (19),,,,963
Jolyon Palmer,Hard (31),Soft (25),,,,,963
Carlos Sainz Jnr,Soft (20),Hard (17),Soft (19),,,,963
Marcus Ericsson,Soft (21),Soft (16),Hard (18),,,,963
Felipe Massa,Soft (1),Hard (5),Hard (25),Medium (24),,,963
Daniil Kvyat,Soft (1),Hard (28),Soft (11),Soft (15),,,963
Pascal Wehrlein,Soft (9),Hard (21),Hard (11),Soft (14),,,963
Esteban Ocon,Soft (12),Hard (19),Hard (24),,,,963
Felipe Nasr,Medium (32),Hard (14),,,,,963
Lewis Hamilton,Soft (20),Hard (20),,,,,963
Esteban Gutierrez,Soft (1),Soft (21),Hard (17),,,,963
Kevin Magnussen,Medium (1),Hard (16),,,,,963
Romain Grosjean,Soft (7),,,,,,963
Sebastian Vettel,,,,,,,963
Nico Rosberg,Ultra soft (16),Soft (17),Soft (28),,,,962
Daniel Ricciardo,Super soft (15),Super soft (17),Soft (15),Super soft (14),,,962
Lewis Hamilton,Ultra soft (15),Soft (19),Soft (11),Super soft (16),,,962
Kimi Raikkonen,Ultra soft (17),Super soft (16),Soft (13),Ultra soft (15),,,962
Sebastian Vettel,Soft (24),Ultra soft (18),Ultra soft (19),,,,962
Max Verstappen,Super soft (13),Super soft (14),Super soft (17),Soft (17),,,962
Fernando Alonso,Ultra soft (14),Super soft (20),Soft (27),,,,962
Sergio Perez,Ultra soft (1),Soft (24),Soft (36),,,,962
Daniil Kvyat,Ultra soft (15),Super soft (22),Super soft (24),,,,962
Kevin Magnussen,Ultra soft (17),Super soft (21),Super soft (23),,,,962
Esteban Gutierrez,Ultra soft (18),Ultra soft (18),Soft (24),,,,962
Felipe Massa,Ultra soft (16),Super soft (12),Ultra soft (15),Ultra soft (17),,,962
Felipe Nasr,Super soft (17),Super soft (18),Soft (25),,,,962
Carlos Sainz Jnr,Ultra soft (7),Super soft (20),Soft (21),Ultra soft (12),,,962
Jolyon Palmer,Super soft (11),Super soft (23),Soft (26),,,,962
Pascal Wehrlein,Ultra soft (18),Super soft (18),Ultra soft (24),,,,962
Marcus Ericsson,Ultra soft (8),Super soft (17),Ultra soft (11),Soft (24),,,962
Esteban Ocon,Ultra soft (19),Ultra soft (15),Super soft (11),Super soft (14),,,962
Jenson Button,Ultra soft (1),Super soft (14),Ultra soft (12),Soft (16),,,962
Valtteri Bottas,Ultra soft (1),Soft (14),Super soft (15),Ultra soft (2),Ultra soft (3),,962
Nico Rosberg,Soft (24),Medium (29),,,,,961
Lewis Hamilton,Soft (25),Medium (28),,,,,961
Sebastian Vettel,Super soft (16),Super soft (17),Soft (20),,,,961
Kimi Raikkonen,Super soft (15),Super soft (19),Soft (19),,,,961
Daniel Ricciardo,Super soft (16),Soft (21),Super soft (16),,,,961
Valtteri Bottas,Super soft (13),Soft (17),Soft (23),,,,961
Max Verstappen,Super soft (13),Soft (22),Soft (18),,,,961
Sergio Perez,Super soft (15),Soft (13),Soft (25),,,,961
Felipe Massa,Soft (16),Soft (20),Super soft (17),,,,961
Nico Hulkenberg,Super soft (14),Soft (19),Soft (20),,,,961
Romain Grosjean,Soft (28),Super soft (24),,,,,961
Jenson Button,Super soft (15),Soft (23),Super soft (14),,,,961
Esteban Gutierrez,Super soft (16),Soft (18),Super soft (18),,,,961
Fernando Alonso,Super soft (13),Soft (20),Soft (16),Super soft (3),,,961
Carlos Sainz Jnr,Soft (23),Super soft (16),Super soft (13),,,,961
Marcus Ericsson,Soft (23),Medium (29),,,,,961
Kevin Magnussen,Super soft (14),Soft (16),Super soft (22),,,,961
Esteban Ocon,Medium (32),Soft (19),,,,,961
Daniil Kvyat,Super soft (13),Soft (20),Super soft (3),,,,961
Pascal Wehrlein,Soft (16),Medium (10),,,,,961
Jolyon Palmer,Soft (2),Medium (5),,,,,961
Felipe Nasr,Soft (2),Medium (2),Soft (1),Soft (1),,,961
Nico Rosberg,Soft (9),Medium (17),Medium (18),,,,960
Daniel Ricciardo,Soft (9),Soft (16),Medium (19),,,,960
Lewis Hamilton,Medium (9),Soft (12),Soft (11),Medium (12),,,960
Nico Hulkenberg,Super soft (6),Soft (3),Medium (14),,,,960
Sergio Perez,Super soft (6),Soft (18),Medium (20),,,,960
Sebastian Vettel,Soft (1),Soft (22),Soft (21),,,,960
Fernando Alonso,Medium (9),Soft (14),Medium (21),,,,960
Valtteri Bottas,Super soft (7),Soft (16),Medium (21),,,,960
Kimi Raikkonen,Soft (1),Super soft (4),Soft (19),Medium (20),,,960
Felipe Massa,Super soft (2),Soft (20),Medium (22),,,,960
Max Verstappen,Super soft (1),Medium (15),Soft (11),Soft (17),,,960
Esteban Gutierrez,Soft (7),Soft (15),Medium (22),,,,960
Romain Grosjean,Soft (6),Soft (17),Medium (21),,,,960
Daniil Kvyat,Soft (9),Soft (21),Medium (14),Super soft (9),,,960
Jolyon Palmer,Soft (6),Soft (16),Medium (12),Super soft (10),,,960
Esteban Ocon,Soft (6),Medium (18),Medium (19),,,,960
Felipe Nasr,Soft (1),Medium (8),Soft (14),Medium (20),,,960
Kevin Magnussen,Soft (5),,,,,,960
Marcus Ericsson,Soft (3),,,,,,960
Carlos Sainz Jnr,Soft (1),,,,,,960
Jenson Button,Super soft (1),,,,,,960
Pascal Wehrlein,Soft (0),,,,,,960
Lewis Hamilton,Super soft (14),Soft (20),Super soft (13),Soft (20),,,959
Daniel Ricciardo,Super soft (12),Soft (21),Super soft (13),Super soft (21),,,959
Max Verstappen,Super soft (11),Super soft (17),Soft (17),Super soft (22),,,959
Nico Rosberg,Super soft (11),Super soft (16),Soft (17),Soft (23),,,959
Sebastian Vettel,Super soft (13),Soft (18),Super soft (15),Soft (21),,,959
Kimi Raikkonen,Super soft (14),Soft (18),Super soft (15),Soft (20),,,959
Nico Hulkenberg,Super soft (12),Soft (20),Super soft (12),Soft (23),,,959
Jenson Button,Super soft (13),Soft (18),Super soft (15),Super soft (20),,,959
Valtteri Bottas,Super soft (12),Soft (21),Soft (33),,,,959
Sergio Perez,Super soft (8),Soft (19),Super soft (16),Soft (23),,,959
Esteban Gutierrez,Soft (25),Super soft (22),Super soft (19),,,,959
Fernando Alonso,Super soft (14),Soft (14),Super soft (19),Super soft (19),,,959
Romain Grosjean,Super soft (17),Soft (26),Super soft (23),,,,959
Carlos Sainz Jnr,Super soft (9),Super soft (20),Soft (22),Super soft (15),,,959
Daniil Kvyat,Super soft (7),Soft (21),Super soft (21),Super soft (17),,,959
Kevin Magnussen,Super soft (11),Super soft (21),Soft (34),,,,959
Pascal Wehrlein,Super soft (12),Super soft (14),Soft (20),Soft (19),,,959
Marcus Ericsson,Super soft (16),Super soft (17),Soft (32),,,,959
Jolyon Palmer,Super soft (2),Soft (23),Super soft (20),Super soft (20),,,959
Rio Haryanto,Super soft (13),Soft (19),Super soft (17),Super soft (16),,,959
Felipe Nasr,Super soft (7),Super soft (12),Soft (23),Soft (15),,,959
Felipe Massa,Super soft (9),Soft (17),Soft (10),,,,959
Lewis Hamilton,Super soft (16),Soft (25),Soft (29),,,,958
Nico Rosberg,Super soft (17),Soft (25),Soft (28),,,,958
Daniel Ricciardo,Super soft (15),Soft (18),Soft (37),,,,958
Sebastian Vettel,Super soft (14),Soft (27),Soft (29),,,,958
Max Verstappen,Super soft (16),Soft (22),Soft (32),,,,958
Kimi Raikkonen,Soft (29),Super soft (21),Super soft (20),,,,958
Fernando Alonso,Super soft (15),Soft (29),Soft (25),,,,958
Carlos Sainz Jnr,Super soft (16),Soft (26),Soft (27),,,,958
Valtteri Bottas,Super soft (16),Soft (27),Soft (26),,,,958
Nico Hulkenberg,Super soft (14),Soft (25),Soft (30),,,,958
Sergio Perez,Soft (27),Medium (13),Soft (29),,,,958
Esteban Gutierrez,Super soft (15),Soft (22),Soft (32),,,,958
Jolyon Palmer,Soft (26),Super soft (13),Soft (30),,,,958
Romain Grosjean,Super soft (14),Soft (22),Soft (33),,,,958
Kevin Magnussen,Super soft (24),Super soft (12),Soft (33),,,,958
Daniil Kvyat,Soft (24),Super soft (22),Super soft (23),,,,958
Felipe Nasr,Super soft (11),Soft (28),Soft (30),,,,958
Felipe Massa,Soft (25),Medium (40),Super soft (3),,,,958
Pascal Wehrlein,Super soft (9),Soft (26),Soft (33),,,,958
Marcus Ericsson,Soft (17),Soft (28),Super soft (17),Super soft (6),,,958
Rio Haryanto,Soft (29),Medium (39),,,,,958
Jenson Button,Super soft (7),Soft (21),Medium (32),,,,958
Lewis Hamilton,Wet (7),Intermediate (10),Medium (35),,,,957
Nico Rosberg,Wet (7),Intermediate (10),Medium (35),,,,957
Max Verstappen,Wet (7),Intermediate (11),Medium (34),,,,957
Daniel Ricciardo,Wet (6),Intermediate (11),Medium (35),,,,957
Kimi Raikkonen,Wet (5),Intermediate (11),Medium (36),,,,957
Sergio Perez,Wet (7),Intermediate (10),Medium (35),,,,957
Nico Hulkenberg,Wet (5),Intermediate (12),Medium (35),,,,957
Carlos Sainz Jnr,Wet (5),Intermediate (12),Medium (35),,,,957
Sebastian Vettel,Wet (5),Intermediate (10),Medium (37),,,,957
Daniil Kvyat,Wet (6),Intermediate (10),Medium (36),,,,957
Felipe Massa,Wet (6),Intermediate (10),Medium (22),Soft (13),,,957
Jenson Button,Wet (6),Intermediate (11),Medium (34),,,,957
Fernando Alonso,Wet (5),Intermediate (12),Medium (22),Medium (12),,,957
Valtteri Bottas,Wet (5),Intermediate (11),Medium (35),,,,957
Felipe Nasr,Wet (7),Intermediate (9),Medium (35),,,,957
Esteban Gutierrez,Wet (5),Intermediate (12),Medium (34),,,,957
Kevin Magnussen,Wet (5),Intermediate (12),Medium (23),Soft (9),,,957
Jolyon Palmer,Wet (6),Intermediate (10),Medium (3),Medium (18),,,957
Rio Haryanto,Wet (6),Intermediate (11),Medium (7),,,,957
Romain Grosjean,Wet (5),Intermediate (11),Medium (1),,,,957
Marcus Ericsson,Wet (7),Intermediate (3),Intermediate (1),,,,957
Pascal Wehrlein,Wet (5),Intermediate (1),,,,,957
Lewis Hamilton,Ultra soft (21),Soft (33),Soft (17),,,,956
Max Verstappen,Super soft (15),Soft (56),,,,,956
Kimi Raikkonen,Super soft (22),Soft (49),,,,,956
Nico Rosberg,Ultra soft (10),Soft (45),Super soft (16),,,,956
Daniel Ricciardo,Super soft (14),Soft (46),Ultra soft (11),,,,956
Jenson Button,Ultra soft (9),Soft (17),Soft (45),,,,956
Romain Grosjean,Super soft (26),Soft (45),,,,,956
Carlos Sainz Jnr,Super soft (9),Soft (19),Soft (43),,,,956
Valtteri Bottas,Ultra soft (9),Soft (42),Super soft (19),,,,956
Pascal Wehrlein,Ultra soft (13),Ultra soft (10),Soft (47),,,,956
Esteban Gutierrez,Super soft (21),Super soft (20),Soft (29),,,,956
Jolyon Palmer,Super soft (12),Soft (38),Super soft (20),,,,956
Felipe Nasr,Soft (43),Super soft (27),,,,,956
Kevin Magnussen,Super soft (11),Soft (38),Super soft (21),,,,956
Marcus Ericsson,Super soft (12),Soft (38),Super soft (20),,,,956
Rio Haryanto,Soft (27),Super soft (23),Super soft (20),,,,956
Sergio Perez,Ultra soft (9),Super soft (17),Soft (43),,,,956
Fernando Alonso,Super soft (8),Soft (18),Soft (38),,,,956
Nico Hulkenberg,Ultra soft (8),Super soft (16),Soft (26),Ultra soft (14),,,956
Felipe Massa,Super soft (12),Soft (44),Super soft (7),,,,956
Sebastian Vettel,Super soft (26),,,,,,956
Daniil Kvyat,Ultra soft (1),,,,,,956
Nico Rosberg,Super soft (21),Soft (30),,,,,955
Sebastian Vettel,Super soft (20),Soft (31),,,,,955
Sergio Perez,Super soft (16),Soft (35),,,,,955
Kimi Raikkonen,Super soft (8),Soft (43),,,,,955
Lewis Hamilton,Super soft (15),Soft (36),,,,,955
Valtteri Bottas,Super soft (19),Soft (32),,,,,955
Daniel Ricciardo,Super soft (6),Soft (16),Medium (29),,,,955
Max Verstappen,Super soft (5),Soft (15),Medium (31),,,,955
Nico Hulkenberg,Soft (20),Super soft (31),,,,,955
Felipe Massa,Super soft (7),Soft (21),Soft (23),,,,955
Jenson Button,Super soft (6),Soft (19),Soft (26),,,,955
Felipe Nasr,Super soft (7),Soft (17),Soft (26),,,,955
Romain Grosjean,Super soft (10),Soft (16),Medium (24),,,,955
Kevin Magnussen,Super soft (6),Soft (44),,,,,955
Jolyon Palmer,Super soft (11),Soft (20),Super soft (19),,,,955
Esteban Gutierrez,Super soft (8),Soft (21),Super soft (21),,,,955
Marcus Ericsson,Soft (16),Super soft (9),Soft (25),,,,955
Rio Haryanto,Super soft (1),Soft (48),,,,,955
Fernando Alonso,Super soft (5),Soft (19),Soft (18),,,,955
Pascal Wehrlein,Soft (29),Medium (10),,,,,955
Carlos Sainz Jnr,Super soft (4),Soft (23),Super soft (4),,,,955
Daniil Kvyat,Super soft (5),Soft (1),,,,,955
Lewis Hamilton,Ultra soft (24),Soft (46),,,,,954
Sebastian Vettel,Ultra soft (11),Super soft (26),Soft (33),,,,954
Valtteri Bottas,Ultra soft (23),Soft (47),,,,,954
Max Verstappen,Ultra soft (20),Soft (26),Ultra soft (24),,,,954
Nico Rosberg,Ultra soft (21),Soft (30),Soft (19),,,,954
Kimi Raikkonen,Ultra soft (11),Super soft (22),Soft (37),,,,954
Daniel Ricciardo,Ultra soft (21),Soft (17),Soft (32),,,,954
Nico Hulkenberg,Ultra soft (21),Soft (30),Soft (18),,,,954
Carlos Sainz Jnr,Ultra soft (13),Soft (35),Ultra soft (21),,,,954
Sergio Perez,Soft (30),Super soft (16),Soft (23),,,,954
Fernando Alonso,Ultra soft (17),Soft (52),,,,,954
Daniil Kvyat,Ultra soft (17),Soft (27),Ultra soft (25),,,,954
Esteban Gutierrez,Ultra soft (13),Soft (28),Ultra soft (27),,,,954
Romain Grosjean,Ultra soft (17),Soft (22),Ultra soft (7),Ultra soft (22),,,954
Marcus Ericsson,Ultra soft (14),Soft (25),Soft (29),,,,954
Kevin Magnussen,Soft (39),Ultra soft (29),,,,,954
Pascal Wehrlein,Ultra soft (11),Soft (27),Soft (30),,,,954
Felipe Nasr,Ultra soft (9),Soft (26),Soft (33),,,,954
Rio Haryanto,Super soft (15),Soft (29),Soft (24),,,,954
Felipe Massa,Ultra soft (22),Soft (13),,,,,954
Jolyon Palmer,Ultra soft (16),,,,,,954
Jenson Button,Super soft (9),,,,,,954
Lewis Hamilton,Wet (31),Ultra soft (47),,,,,953
Daniel Ricciardo,Wet (23),Intermediate (9),Super soft (46),,,,953
Sergio Perez,Wet (21),Intermediate (9),Soft (48),,,,953
Sebastian Vettel,Wet (13),Intermediate (18),Soft (47),,,,953
Fernando Alonso,Wet (14),Intermediate (18),Super soft (46),,,,953
Nico Hulkenberg,Wet (15),Intermediate (16),Soft (47),,,,953
Nico Rosberg,Wet (20),Intermediate (11),Ultra soft (47),,,,953
Carlos Sainz Jnr,Wet (21),Intermediate (10),Super soft (46),,,,953
Jenson Button,Wet (8),Intermediate (22),Super soft (47),,,,953
Felipe Massa,Wet (20),Intermediate (12),Super soft (45),,,,953
Valtteri Bottas,Wet (15),Intermediate (15),Super soft (19),Ultra soft (28),,,953
Esteban Gutierrez,Wet (16),Intermediate (16),Ultra soft (45),,,,953
Pascal Wehrlein,Wet (31),Ultra soft (45),,,,,953
Romain Grosjean,Wet (15),Intermediate (15),Ultra soft (46),,,,953
Rio Haryanto,Wet (11),Intermediate (23),Ultra soft (13),Ultra soft (27),,,953
Marcus Ericsson,Wet (11),Intermediate (18),Ultra soft (20),Ultra soft (2),,,953
Felipe Nasr,Wet (8),Intermediate (24),Ultra soft (16),,,,953
Max Verstappen,Wet (12),Intermediate (19),Soft (3),,,,953
Kevin Magnussen,Wet (7),Intermediate (14),Intermediate (8),Super soft (3),,,953
Daniil Kvyat,Wet (7),Intermediate (11),,,,,953
Kimi Raikkonen,Wet (10),,,,,,953
Jolyon Palmer,Wet (7),,,,,,953
Max Verstappen,Soft (12),Medium (22),Medium (32),,,,952
Kimi Raikkonen,Soft (12),Medium (23),Medium (31),,,,952
Sebastian Vettel,Soft (15),Medium (14),Soft (8),Medium (29),,,952
Daniel Ricciardo,Soft (11),Medium (17),Soft (15),Medium (22),Soft (1),,952
Valtteri Bottas,Soft (12),Medium (27),Medium (27),,,,952
Carlos Sainz Jnr,Soft (10),Medium (28),Medium (28),,,,952
Sergio Perez,Soft (9),Medium (26),Medium (31),,,,952
Felipe Massa,Soft (8),Medium (17),Soft (16),Medium (25),,,952
Jenson Button,Soft (10),Medium (26),Medium (29),,,,952
Daniil Kvyat,Soft (9),Medium (16),Medium (26),Soft (14),,,952
Esteban Gutierrez,Soft (16),Soft (14),Medium (35),,,,952
Marcus Ericsson,Soft (9),Soft (15),Medium (16),Medium (25),,,952
Jolyon Palmer,Soft (11),Medium (22),Hard (32),,,,952
Felipe Nasr,Soft (12),Medium (24),Medium (29),,,,952
Kevin Magnussen,Soft (10),Medium (20),Hard (25),Soft (10),,,952
Pascal Wehrlein,Soft (11),Medium (22),Medium (32),,,,952
Rio Haryanto,Medium (22),Medium (26),Soft (17),,,,952
Romain Grosjean,Soft (15),Soft (14),Medium (8),Soft (19),,,952
Fernando Alonso,Soft (11),Medium (28),Medium (6),,,,952
Nico Hulkenberg,Soft (10),Medium (10),,,,,952
Lewis Hamilton,Soft (1),,,,,,952
Nico Rosberg,Soft (1),,,,,,952
Nico Rosberg,Super soft (21),Soft (32),,,,,951
Lewis Hamilton,Super soft (17),Soft (36),,,,,951
Kimi Raikkonen,Super soft (20),Soft (33),,,,,951
Valtteri Bottas,Super soft (16),Soft (37),,,,,951
Felipe Massa,Super soft (18),Soft (28),Super soft (7),,,,951
Fernando Alonso,Super soft (21),Soft (31),,,,,951
Kevin Magnussen,Super soft (16),Soft (36),,,,,951
Romain Grosjean,Super soft (17),Soft (35),,,,,951
Sergio Perez,Super soft (1),Soft (26),Soft (25),,,,951
Jenson Button,Super soft (20),Soft (32),,,,,951
Carlos Sainz Jnr,Super soft (11),Soft (41),,,,,951
Daniel Ricciardo,Super soft (1),Medium (28),Soft (23),,,,951
Jolyon Palmer,Super soft (14),Soft (38),,,,,951
Marcus Ericsson,Soft (1),Super soft (27),Super soft (24),,,,951
Daniil Kvyat,Super soft (1),Medium (51),,,,,951
Felipe Nasr,Super soft (12),Soft (40),,,,,951
Esteban Gutierrez,Soft (1),Medium (8),Medium (43),,,,951
Pascal Wehrlein,Super soft (13),Soft (26),Super soft (12),,,,951
Max Verstappen,Super soft (22),Soft (11),,,,,951
Sebastian Vettel,Super soft (1),,,,,,951
Nico Hulkenberg,Super soft (1),,,,,,951
Rio Haryanto,Super soft (1),,,,,,951
Nico Rosberg,Soft (20),Soft (16),Medium (20),,,,950
Sebastian Vettel,Super soft (4),Super soft (13),Soft (18),Soft (21),,,950
Daniil Kvyat,Super soft (4),Soft (15),Soft (16),Medium (21),,,950
Daniel Ricciardo,Super soft (3),Soft (16),Soft (18),Medium (19),,,950
Kimi Raikkonen,Super soft (1),Soft (13),Medium (23),Soft (19),,,950
Felipe Massa,Soft (19),Soft (12),Medium (25),,,,950
Lewis Hamilton,Soft (1),Soft (4),Super soft (1),Soft (15),Soft (9),Medium (26),950
Max Verstappen,Super soft (4),Soft (16),Medium (19),Soft (17),,,950
Carlos Sainz Jnr,Super soft (4),Soft (15),Soft (14),Medium (23),,,950
Valtteri Bottas,Super soft (4),Soft (17),Soft (9),Medium (26),,,950
Sergio Perez,Super soft (4),Soft (14),Soft (10),Medium (28),,,950
Fernando Alonso,Soft (16),Medium (16),Medium (24),,,,950
Jenson Button,Super soft (4),Medium (23),Medium (17),Super soft (12),,,950
Esteban Gutierrez,Soft (19),Soft (15),Super soft (9),Super soft (12),,,950
Nico Hulkenberg,Super soft (4),Soft (13),Soft (9),Medium (20),Super soft (9),,950
Marcus Ericsson,Soft (4),Medium (24),Medium (27),,,,950
Kevin Magnussen,Super soft (4),Soft (16),Soft (15),Medium (20),,,950
Pascal Wehrlein,Soft (15),Soft (12),Soft (16),Super soft (12),,,950
Romain Grosjean,Soft (1),Soft (19),Soft (13),Super soft (11),Super soft (11),,950
Felipe Nasr,Soft (1),Medium (19),Medium (20),Soft (15),,,950
Rio Haryanto,Soft (18),Soft (10),Soft (12),Medium (15),,,950
Jolyon Palmer,Soft (15),Super soft (9),Soft (14),Medium (17),,,950
Nico Rosberg,Super soft (13),Soft (17),Super soft (9),Soft (18),,,949
Kimi Raikkonen,Super soft (12),Soft (17),Super soft (8),Soft (20),,,949
Lewis Hamilton,Super soft (13),Medium (15),Super soft (13),Soft (16),,,949
Daniel Ricciardo,Super soft (6),Soft (18),Soft (18),Medium (15),,,949
Romain Grosjean,Super soft (11),Super soft (16),Super soft (13),Soft (17),,,949
Max Verstappen,Super soft (10),Soft (16),Medium (20),Super soft (11),,,949
Daniil Kvyat,Soft (16),Soft (18),Super soft (10),Super soft (12),,,949
Felipe Massa,Super soft (7),Medium (22),Medium (27),,,,949
Valtteri Bottas,Super soft (8),Medium (26),Soft (22),,,,949
Stoffel Vandoorne,Super soft (9),Soft (16),Soft (16),Super soft (15),,,949
Kevin Magnussen,Soft (12),Super soft (12),Super soft (14),Super soft (18),,,949
Marcus Ericsson,Soft (13),Soft (16),Medium (27),,,,949
Pascal Wehrlein,Soft (11),Soft (18),Super soft (12),Super soft (15),,,949
Felipe Nasr,Soft (10),Soft (20),Medium (17),Super soft (9),,,949
Nico Hulkenberg,Super soft (1),Soft (15),Medium (19),Super soft (16),Super soft (5),,949
Sergio Perez,Super soft (2),Super soft (12),Soft (23),Super soft (19),,,949
Rio Haryanto,Soft (12),Soft (19),Medium (13),Super soft (12),,,949
Carlos Sainz Jnr,Soft (2),Medium (18),Soft (9),,,,949
Esteban Gutierrez,Super soft (8),Super soft (1),,,,,949
Jenson Button,Super soft (6),,,,,,949
Nico Rosberg,Super soft (12),Soft (6),Medium (39),,,,948
Lewis Hamilton,Super soft (16),Medium (41),,,,,948
Sebastian Vettel,Super soft (13),Super soft (22),Soft (22),,,,948
Daniel Ricciardo,Super soft (12),Super soft (6),Soft (24),Super soft (15),,,948
Felipe Massa,Super soft (11),Soft (7),Medium (39),,,,948
Romain Grosjean,Soft (18),Medium (39),,,,,948
Nico Hulkenberg,Soft (16),Medium (41),,,,,948
Valtteri Bottas,Soft (17),Medium (40),,,,,948
Carlos Sainz Jnr,Super soft (8),Soft (10),Soft (13),Medium (26),,,948
Max Verstappen,Super soft (13),Soft (5),Soft (14),Medium (25),,,948
Jolyon Palmer,Super soft (12),Soft (6),Medium (39),,,,948
Kevin Magnussen,Super soft (1),Soft (17),Medium (39),,,,948
Sergio Perez,Soft (16),Medium (41),,,,,948
